Column1,index,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi,journal
1105,5301,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125013,Journal of Hydrology
1106,5304,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125033,Journal of Hydrology
1107,5306,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125044,Journal of Hydrology
1108,5309,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125051,Journal of Hydrology
1109,5310,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125005,Journal of Hydrology
1110,5311,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125049,Journal of Hydrology
1111,5312,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125053,Journal of Hydrology
1112,5322,14,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125060,Journal of Hydrology
1113,5325,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125048,Journal of Hydrology
1114,5327,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125070,Journal of Hydrology
1115,5328,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125043,Journal of Hydrology
1116,5334,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125078,Journal of Hydrology
1117,5335,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125083,Journal of Hydrology
1118,5337,29,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125056,Journal of Hydrology
1119,5340,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125080,Journal of Hydrology
1120,5342,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125088,Journal of Hydrology
1121,5344,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125097,Journal of Hydrology
1122,5349,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125096,Journal of Hydrology
1123,5351,115,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125011,Journal of Hydrology
1124,5355,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125087,Journal of Hydrology
1125,5356,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125092,Journal of Hydrology
1126,5371,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125127,Journal of Hydrology
1127,5372,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,10.1016/j.jhydrol.2020.125130,Journal of Hydrology
1128,5374,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125105,Journal of Hydrology
1129,5382,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124929,Journal of Hydrology
1130,5386,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124927,Journal of Hydrology
1131,5389,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124923,Journal of Hydrology
1132,5397,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124935,Journal of Hydrology
1133,5403,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124934,Journal of Hydrology
1134,5409,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124954,Journal of Hydrology
1135,5410,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124957,Journal of Hydrology
1136,5413,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124966,Journal of Hydrology
1137,5414,0,29,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,13,13,0,0,4,0,0,0,0,0,2,10.1016/j.jhydrol.2020.124973,Journal of Hydrology
1138,5415,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,10.1016/j.jhydrol.2020.124974,Journal of Hydrology
1139,5416,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124975,Journal of Hydrology
1140,5421,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124947,Journal of Hydrology
1141,5425,11,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124993,Journal of Hydrology
1142,5429,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124992,Journal of Hydrology
1143,5432,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124976,Journal of Hydrology
1144,5439,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124956,Journal of Hydrology
1145,5440,20,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,10.1016/j.jhydrol.2020.124989,Journal of Hydrology
1146,5444,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124977,Journal of Hydrology
1147,5446,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125007,Journal of Hydrology
1148,5447,14,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125017,Journal of Hydrology
1149,5453,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125018,Journal of Hydrology
1150,5460,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,1,5,0,0,0,0,0,0,0,2,10.1016/j.jhydrol.2020.124789,Journal of Hydrology
1151,5461,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124820,Journal of Hydrology
1152,5463,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124858,Journal of Hydrology
1153,5470,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124854,Journal of Hydrology
1154,5474,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124870,Journal of Hydrology
1155,5481,22,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124875,Journal of Hydrology
1156,5484,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124802,Journal of Hydrology
1157,5494,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124884,Journal of Hydrology
1158,5497,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124894,Journal of Hydrology
1159,5503,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124901,Journal of Hydrology
1160,5504,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124897,Journal of Hydrology
1161,5510,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124817,Journal of Hydrology
1162,5519,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124371,Journal of Hydrology
1163,5520,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124798,Journal of Hydrology
1164,5521,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124744,Journal of Hydrology
1165,5522,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124759,Journal of Hydrology
1166,5523,173,4,0,2,0,3,1,0,0,2,0,9,2,0,1,0,0,55,4,0,1,6,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124670,Journal of Hydrology
1167,5524,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124711,Journal of Hydrology
1168,5525,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124746,Journal of Hydrology
1169,5526,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124776,Journal of Hydrology
1170,5529,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124767,Journal of Hydrology
1171,5535,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124752,Journal of Hydrology
1172,5548,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124782,Journal of Hydrology
1173,5553,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124774,Journal of Hydrology
1174,5555,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124790,Journal of Hydrology
1175,5556,11,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124792,Journal of Hydrology
1176,5557,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124804,Journal of Hydrology
1177,5563,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124809,Journal of Hydrology
1178,5564,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124808,Journal of Hydrology
1179,5567,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124833,Journal of Hydrology
1180,5571,35,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18,2,7,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124819,Journal of Hydrology
1181,5578,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124783,Journal of Hydrology
1182,5591,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.1016/j.jhydrol.2020.124821,Journal of Hydrology
1183,5600,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124640,Journal of Hydrology
1184,5605,15,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124658,Journal of Hydrology
1185,5623,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124647,Journal of Hydrology
1186,5627,35,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,13,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124664,Journal of Hydrology
1187,5633,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124657,Journal of Hydrology
1188,5636,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124449,Journal of Hydrology
1189,5637,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124692,Journal of Hydrology
1190,5639,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124690,Journal of Hydrology
1191,5646,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124662,Journal of Hydrology
1192,5659,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124714,Journal of Hydrology
1193,5660,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124710,Journal of Hydrology
1194,5662,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124705,Journal of Hydrology
1195,5674,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124756,Journal of Hydrology
1196,5676,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124715,Journal of Hydrology
1197,5679,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124685,Journal of Hydrology
1198,5682,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124312,Journal of Hydrology
1199,5683,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124314,Journal of Hydrology
1200,5693,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124522,Journal of Hydrology
1201,5709,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124505,Journal of Hydrology
1202,5711,18,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124594,Journal of Hydrology
1203,5717,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124556,Journal of Hydrology
1204,5722,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124614,Journal of Hydrology
1205,5726,35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124602,Journal of Hydrology
1206,5731,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124630,Journal of Hydrology
1207,5735,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124581,Journal of Hydrology
1208,5741,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124627,Journal of Hydrology
1209,5759,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,2,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124296,Journal of Hydrology
1210,5761,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124299,Journal of Hydrology
1211,5762,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124301,Journal of Hydrology
1212,5769,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124476,Journal of Hydrology
1213,5773,33,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124377,Journal of Hydrology
1214,5774,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124357,Journal of Hydrology
1215,5778,45,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124482,Journal of Hydrology
1216,5783,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,10.1016/j.jhydrol.2019.124488,Journal of Hydrology
1217,5792,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124435,Journal of Hydrology
1218,5799,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124411,Journal of Hydrology
1219,5801,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124493,Journal of Hydrology
1220,5802,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124500,Journal of Hydrology
1221,5810,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124511,Journal of Hydrology
1222,5811,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124517,Journal of Hydrology
1223,5817,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124460,Journal of Hydrology
1224,5818,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124536,Journal of Hydrology
1225,5819,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124533,Journal of Hydrology
1226,5825,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124540,Journal of Hydrology
1227,5828,9,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124503,Journal of Hydrology
1228,5831,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124545,Journal of Hydrology
1229,5834,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124520,Journal of Hydrology
1230,5837,0,9,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,4,10.1016/j.jhydrol.2019.124507,Journal of Hydrology
1231,5852,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124292,Journal of Hydrology
1232,5853,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2019.124293,Journal of Hydrology
1233,5859,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124378,Journal of Hydrology
1234,5860,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.1016/j.jhydrol.2019.124384,Journal of Hydrology
1235,5862,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124379,Journal of Hydrology
1236,5869,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124392,Journal of Hydrology
1237,5870,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124373,Journal of Hydrology
1238,5879,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124404,Journal of Hydrology
1239,5893,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124372,Journal of Hydrology
1240,5896,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124397,Journal of Hydrology
1241,5902,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124434,Journal of Hydrology
1242,5906,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124417,Journal of Hydrology
1243,5917,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124447,Journal of Hydrology
1244,5920,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124456,Journal of Hydrology
1245,5923,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124432,Journal of Hydrology
1246,5924,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124422,Journal of Hydrology
1247,5927,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124421,Journal of Hydrology
1248,5931,7,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124466,Journal of Hydrology
1249,5932,23,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2017.01.018,Journal of Hydrology
1250,5950,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124260,Journal of Hydrology
1251,5951,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124200,Journal of Hydrology
1252,5953,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124241,Journal of Hydrology
1253,5962,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124259,Journal of Hydrology
1254,5963,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124223,Journal of Hydrology
1255,5968,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124254,Journal of Hydrology
