index,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi,journal
3036,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128300,Journal of Hydrology
3038,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128305,Journal of Hydrology
3041,6,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128299,Journal of Hydrology
3046,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128272,Journal of Hydrology
3047,21,18,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,2,10.1016/j.jhydrol.2022.128312,Journal of Hydrology
3054,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128143,Journal of Hydrology
3059,19,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128169,Journal of Hydrology
3061,71,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,10,6,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128150,Journal of Hydrology
3073,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128168,Journal of Hydrology
3074,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128153,Journal of Hydrology
3076,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128167,Journal of Hydrology
3079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128119,Journal of Hydrology
3081,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128177,Journal of Hydrology
3083,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128186,Journal of Hydrology
3087,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128172,Journal of Hydrology
3089,5,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128134,Journal of Hydrology
3093,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128174,Journal of Hydrology
3094,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128190,Journal of Hydrology
3095,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128189,Journal of Hydrology
3097,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128193,Journal of Hydrology
3104,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128129,Journal of Hydrology
3107,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128121,Journal of Hydrology
3113,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128197,Journal of Hydrology
3118,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128213,Journal of Hydrology
3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128214,Journal of Hydrology
3125,14,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,10.1016/j.jhydrol.2022.128229,Journal of Hydrology
3126,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128202,Journal of Hydrology
3128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128206,Journal of Hydrology
3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128178,Journal of Hydrology
3135,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128242,Journal of Hydrology
3136,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128231,Journal of Hydrology
3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128241,Journal of Hydrology
3140,20,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128243,Journal of Hydrology
3141,5,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128200,Journal of Hydrology
3148,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128015,Journal of Hydrology
3151,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128026,Journal of Hydrology
3153,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128021,Journal of Hydrology
3155,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127968,Journal of Hydrology
3158,32,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127969,Journal of Hydrology
3160,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127998,Journal of Hydrology
3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128053,Journal of Hydrology
3167,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128048,Journal of Hydrology
3168,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,10.1016/j.jhydrol.2022.128080,Journal of Hydrology
3173,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,14,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128083,Journal of Hydrology
3177,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128075,Journal of Hydrology
3181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128024,Journal of Hydrology
3182,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,10.1016/j.jhydrol.2022.128086,Journal of Hydrology
3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128004,Journal of Hydrology
3185,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,2,0,0,0,0,1,0,10.1016/j.jhydrol.2022.128078,Journal of Hydrology
3186,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128058,Journal of Hydrology
3188,9,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128085,Journal of Hydrology
3189,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,10.1016/j.jhydrol.2022.128055,Journal of Hydrology
3195,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128109,Journal of Hydrology
3196,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128093,Journal of Hydrology
3197,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128098,Journal of Hydrology
3198,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128101,Journal of Hydrology
3200,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128104,Journal of Hydrology
3201,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128090,Journal of Hydrology
3202,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128103,Journal of Hydrology
3203,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128072,Journal of Hydrology
3205,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128089,Journal of Hydrology
3207,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128044,Journal of Hydrology
3208,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128019,Journal of Hydrology
3212,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,11,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128099,Journal of Hydrology
3214,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128092,Journal of Hydrology
3215,34,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128091,Journal of Hydrology
3216,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128081,Journal of Hydrology
3217,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128096,Journal of Hydrology
3218,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128095,Journal of Hydrology
3220,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128125,Journal of Hydrology
3222,37,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128122,Journal of Hydrology
3224,79,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128088,Journal of Hydrology
3226,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128111,Journal of Hydrology
3227,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128102,Journal of Hydrology
3229,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128123,Journal of Hydrology
3232,21,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,10,1,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128127,Journal of Hydrology
3235,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128084,Journal of Hydrology
3238,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128116,Journal of Hydrology
3245,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128014,Journal of Hydrology
3247,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128001,Journal of Hydrology
3251,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127982,Journal of Hydrology
3257,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127788,Journal of Hydrology
3258,23,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127786,Journal of Hydrology
3261,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127783,Journal of Hydrology
3262,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127801,Journal of Hydrology
3272,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127805,Journal of Hydrology
3274,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127814,Journal of Hydrology
3277,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127822,Journal of Hydrology
3282,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127808,Journal of Hydrology
3284,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127830,Journal of Hydrology
3287,17,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,6,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127838,Journal of Hydrology
3288,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127835,Journal of Hydrology
3303,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127842,Journal of Hydrology
3306,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127865,Journal of Hydrology
3308,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127848,Journal of Hydrology
3310,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127844,Journal of Hydrology
3318,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127797,Journal of Hydrology
3321,11,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.1016/j.jhydrol.2022.127809,Journal of Hydrology
3327,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127888,Journal of Hydrology
3330,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.1016/j.jhydrol.2022.127878,Journal of Hydrology
3331,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127877,Journal of Hydrology
3332,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127840,Journal of Hydrology
3347,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48,2,4,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127659,Journal of Hydrology
3352,15,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127675,Journal of Hydrology
3356,33,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127707,Journal of Hydrology
3360,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127680,Journal of Hydrology
3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127618,Journal of Hydrology
3363,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127684,Journal of Hydrology
3366,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127718,Journal of Hydrology
3368,10,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,89,1,0,0,2,0,0,0,0,0,2,10.1016/j.jhydrol.2022.127706,Journal of Hydrology
3369,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127705,Journal of Hydrology
3372,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127716,Journal of Hydrology
3375,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127719,Journal of Hydrology
3380,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127728,Journal of Hydrology
3382,19,2,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,14,1,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127726,Journal of Hydrology
3386,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127737,Journal of Hydrology
3387,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127739,Journal of Hydrology
3388,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127741,Journal of Hydrology
3397,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127713,Journal of Hydrology
3398,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127743,Journal of Hydrology
3399,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127750,Journal of Hydrology
3401,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127742,Journal of Hydrology
3402,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127749,Journal of Hydrology
3404,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127759,Journal of Hydrology
3405,23,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,1,0,0,1,10.1016/j.jhydrol.2022.127724,Journal of Hydrology
3406,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,11,1,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127748,Journal of Hydrology
3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127753,Journal of Hydrology
3408,39,3,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127752,Journal of Hydrology
3409,48,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,77,0,8,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127762,Journal of Hydrology
3412,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127747,Journal of Hydrology
3414,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127736,Journal of Hydrology
3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127740,Journal of Hydrology
3420,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127768,Journal of Hydrology
3423,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127774,Journal of Hydrology
3424,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127763,Journal of Hydrology
3425,54,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,16,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127764,Journal of Hydrology
3428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127775,Journal of Hydrology
3433,24,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127781,Journal of Hydrology
3437,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127789,Journal of Hydrology
3438,26,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127784,Journal of Hydrology
3441,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127576,Journal of Hydrology
3443,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127586,Journal of Hydrology
3447,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,10.1016/j.jhydrol.2022.127538,Journal of Hydrology
3456,16,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127614,Journal of Hydrology
3458,38,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127583,Journal of Hydrology
3460,38,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127553,Journal of Hydrology
3465,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127621,Journal of Hydrology
3466,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127634,Journal of Hydrology
3467,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127628,Journal of Hydrology
3468,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127592,Journal of Hydrology
3469,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127624,Journal of Hydrology
3470,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127626,Journal of Hydrology
3471,21,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127627,Journal of Hydrology
3472,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127613,Journal of Hydrology
3477,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127640,Journal of Hydrology
3480,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127631,Journal of Hydrology
