,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,Modeling,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi
4230,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126777
4240,30,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126707
4251,74,9,0,0,0,0,4,16,0,0,0,0,5,0,0,0,0,0,20,3,1,0,10,0,0,0,0,1,1,10.1016/j.jhydrol.2021.126782
4252,12,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126794
4255,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126803
4261,13,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126817
4271,0,0,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126583
4279,15,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126607
4287,65,1,0,0,0,0,0,5,0,0,23,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126592
4291,29,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126629
4294,18,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126635
4304,34,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126636
4312,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,1,6,0,0,11,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126620
4323,53,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,36,0,4,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126526
4324,16,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126584
4337,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126643
4338,20,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126670
4339,21,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126676
4340,12,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126632
4342,37,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,18,1,3,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126684
4347,14,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126680
4361,26,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126506
4363,34,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126517
4365,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126358
4377,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126534
4387,34,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126499
4388,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126516
4389,13,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2021.126561
4391,21,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126508
4401,34,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126530
4411,28,1,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126459
4415,19,1,0,0,0,0,0,48,0,0,1,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126586
4417,33,0,0,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126579
4431,53,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126681
4434,68,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126698
4450,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126377
4455,37,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,63,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126350
4459,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,0,0,2,10.1016/j.jhydrol.2021.126337
4462,70,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126373
4464,47,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,22,4,1,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126353
4474,0,0,0,0,0,1,0,3,8,0,0,0,0,0,0,0,0,0,16,1,0,0,18,0,0,1,1,0,0,10.1016/j.jhydrol.2021.126457
4480,13,5,0,1,0,0,0,10,0,0,0,0,2,0,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126474
4481,33,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126510
4483,31,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126500
4495,25,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126225
4499,31,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,23,7,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126196
4509,86,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,4,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126234
4526,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,1,10.1016/j.jhydrol.2021.126258
4539,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126253
4557,18,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.1016/j.jhydrol.2021.126297
4568,3,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126352
4574,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126367
4640,21,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126310
4642,101,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126327
4653,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125770
4661,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125717
4665,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125758
4670,14,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126056
4677,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126013
4683,11,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126065
4698,27,0,0,1,0,0,1,8,0,0,0,0,0,1,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126107
4709,16,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126130
4715,24,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126110
4718,97,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,59,0,11,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126086
4720,32,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126129
4727,146,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126099
4731,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126137
4739,38,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125682
4743,10,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125686
4766,12,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125849
4768,42,1,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.125967
4774,20,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.1016/j.jhydrol.2021.126018
4777,35,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126016
4779,67,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126026
4794,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126008
4797,28,2,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,11,0,5,0,0,0,0,0,0,1,0,10.1016/j.jhydrol.2021.126032
4808,21,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126062
4813,13,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.126046
4818,17,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125655
4821,16,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125659
4823,26,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125663
4833,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125680
4837,21,1,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125909
4838,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125910
4888,24,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2021.125973
4895,56,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,1,0,36,1,5,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125734
4929,40,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125840
4939,12,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125825
4941,10,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125865
4965,17,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125828
4998,31,0,0,0,0,25,0,7,0,0,0,0,1,0,0,0,0,0,9,28,1,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125815
5009,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125779
5031,5,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125605
5037,6,1,0,0,0,19,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125613
5039,82,0,0,0,0,0,0,13,1,0,2,0,1,0,0,0,1,0,44,0,5,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125615
5046,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,28,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125286
5061,108,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125324
5082,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,2,10.1016/j.jhydrol.2020.125285
5086,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,4,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125468
5093,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125424
5095,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125451
5096,31,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125545
5100,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125563
5103,24,3,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,15,3,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125552
5130,31,3,0,0,0,0,0,68,0,0,0,0,3,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125206
5146,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125237
5148,63,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125239
5157,34,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125235
5162,18,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125250
5165,10,1,0,0,0,8,0,25,1,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125260
5167,0,0,0,0,0,11,0,2,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125264
5174,18,10,0,0,0,0,0,12,0,0,0,0,1,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125252
5175,44,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125275
5179,28,1,0,1,0,31,0,2,0,0,1,0,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125217
5187,91,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,0,9,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125241
5204,19,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125370
5213,20,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125376
5215,35,5,0,1,0,4,1,16,1,0,1,0,5,0,0,0,1,0,32,4,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125351
5228,1,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125160
5233,41,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125165
5243,7,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2020.125175
5255,30,1,0,0,0,0,0,13,2,0,1,0,0,0,0,0,2,0,14,2,9,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125188
5264,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125197
5290,28,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,2,0,24,0,1,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125320
5301,10,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125013
5302,27,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125009
5306,65,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125044
5307,20,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125019
5311,105,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125049
5337,29,1,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125056
5340,13,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125080
5351,115,1,0,0,0,0,0,20,0,0,2,0,1,2,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125011
5355,64,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125087
5356,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125092
5368,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125055
5386,69,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124927
5389,34,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124923
5414,0,29,0,0,0,0,0,21,0,0,0,0,43,0,0,0,0,0,13,13,0,0,4,0,0,0,0,0,2,10.1016/j.jhydrol.2020.124973
5416,108,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124975
5444,24,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124977
5446,59,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,11,0,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.125007
5460,80,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,25,1,5,0,0,0,0,0,0,0,2,10.1016/j.jhydrol.2020.124789
5463,15,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124858
5470,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124854
5474,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124870
5481,22,1,0,0,0,0,0,25,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124875
5503,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124901
5504,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124897
5522,28,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124759
5523,173,4,0,2,0,3,1,20,0,0,2,0,9,2,0,1,0,0,55,4,0,1,6,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124670
5526,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124776
5527,2,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124770
5529,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124767
5539,13,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124786
5551,7,0,0,0,0,0,0,109,0,0,0,0,2,0,0,0,0,0,27,10,0,0,3,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124745
5552,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,0,0,37,0,0,0,0,0,1,10.1016/j.jhydrol.2020.124757
5553,52,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124774
5557,99,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124804
5566,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124828
5567,14,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124833
5571,35,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,18,2,7,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124819
5578,27,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,12,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124783
5627,35,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,13,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124664
5633,24,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124657
5637,30,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124692
5639,10,0,0,0,0,2,0,95,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124690
5643,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124681
5660,12,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124710
5662,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124705
5693,30,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2019.124522
5711,18,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124594
5717,28,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2020.124556
