index,doi,buzz_id,category,subword,count
2658,10.1016/j.jhydrol.2022.128608,7,Modeling,model validation,1
2658,10.1016/j.jhydrol.2022.128608,7,Modeling,model accuracy,1
2658,10.1016/j.jhydrol.2022.128608,7,Modeling,model comparison,1
2658,10.1016/j.jhydrol.2022.128608,7,Modeling,model results,1
2658,10.1016/j.jhydrol.2022.128608,8,NLP,nlp,1
2658,10.1016/j.jhydrol.2022.128608,8,NLP,natural language processing,1
2658,10.1016/j.jhydrol.2022.128608,10,5G,network architecture,5
2658,10.1016/j.jhydrol.2022.128608,12,Data Analytics,data quality,1
2658,10.1016/j.jhydrol.2022.128608,12,Data Analytics,statistical analysis,1
2658,10.1016/j.jhydrol.2022.128608,16,Voice User Interface (VUI),natural language processing,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,clustering,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,support vector machines,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,k means,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,principal component analysis,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,natural language processing,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,feature selection,2
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,feature engineering,12
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,ensemble learning,1
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,neural networks,5
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,deep learning,6
2658,10.1016/j.jhydrol.2022.128608,18,Data Mining,model evaluation,2
2658,10.1016/j.jhydrol.2022.128608,19,Predictive Analysis,predictive modeling,1
2658,10.1016/j.jhydrol.2022.128608,19,Predictive Analysis,predictive modeling,1
2658,10.1016/j.jhydrol.2022.128608,20,Chatbots,nlp,1
2658,10.1016/j.jhydrol.2022.128608,20,Chatbots,natural language processing,1
2658,10.1016/j.jhydrol.2022.128608,22,Smart Cities,water management,2
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,machine learning,1
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,supervised learning,1
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,classification,2
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,unsupervised learning,1
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,regression,1
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,neural network,4
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,variational autoencoder,3
2675,10.1016/j.jhydrol.2022.128560,0,AI and Machine Learning,generative model,1
2675,10.1016/j.jhydrol.2022.128560,18,Data Mining,dimensionality reduction,2
2675,10.1016/j.jhydrol.2022.128560,18,Data Mining,deep learning,10
2675,10.1016/j.jhydrol.2022.128560,19,Predictive Analysis,risk management,3
2675,10.1016/j.jhydrol.2022.128560,22,Smart Cities,sustainable development,2
2675,10.1016/j.jhydrol.2022.128560,22,Smart Cities,water management,1
2681,10.1016/j.jhydrol.2022.128600,0,AI and Machine Learning,artificial intelligence,4
2681,10.1016/j.jhydrol.2022.128600,0,AI and Machine Learning,machine learning,24
2681,10.1016/j.jhydrol.2022.128600,0,AI and Machine Learning,regression,1
2681,10.1016/j.jhydrol.2022.128600,0,AI and Machine Learning,backpropagation,2
2681,10.1016/j.jhydrol.2022.128600,0,AI and Machine Learning,neural network,12
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,spatial data,1
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,2d model,1
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,simulation,25
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,model calibration,3
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,model parameters,1
2681,10.1016/j.jhydrol.2022.128600,7,Modeling,model accuracy,2
2681,10.1016/j.jhydrol.2022.128600,18,Data Mining,neural networks,3
2681,10.1016/j.jhydrol.2022.128600,20,Chatbots,machine learning models,4
2681,10.1016/j.jhydrol.2022.128600,22,Smart Cities,water management,1
2690,10.1016/j.jhydrol.2022.128649,0,AI and Machine Learning,regression,14
2690,10.1016/j.jhydrol.2022.128649,18,Data Mining,clustering,10
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,machine learning,7
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,classification,3
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,support vector machine,1
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,nearest neighbor,1
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,regression,13
2694,10.1016/j.jhydrol.2022.128566,0,AI and Machine Learning,generative adversarial network,2
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,simulation,41
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model calibration,1
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model prediction,4
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model outputs,5
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model parameters,4
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model uncertainty,2
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model comparison,1
2694,10.1016/j.jhydrol.2022.128566,7,Modeling,model complexity,1
2694,10.1016/j.jhydrol.2022.128566,18,Data Mining,clustering,2
2694,10.1016/j.jhydrol.2022.128566,18,Data Mining,k means,1
2694,10.1016/j.jhydrol.2022.128566,18,Data Mining,hierarchical clustering,1
2694,10.1016/j.jhydrol.2022.128566,18,Data Mining,principal component analysis,7
2694,10.1016/j.jhydrol.2022.128566,18,Data Mining,dimensionality reduction,1
2694,10.1016/j.jhydrol.2022.128566,22,Smart Cities,water management,8
2700,10.1016/j.jhydrol.2022.128564,0,AI and Machine Learning,machine learning,2
2700,10.1016/j.jhydrol.2022.128564,0,AI and Machine Learning,classification,3
2700,10.1016/j.jhydrol.2022.128564,0,AI and Machine Learning,regression,8
2700,10.1016/j.jhydrol.2022.128564,1,Big Data,big data,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,hec ras,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,mike,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,hec ras,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,simulation,3
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,model calibration,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,model development,3
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,model application,1
2700,10.1016/j.jhydrol.2022.128564,7,Modeling,model complexity,1
2700,10.1016/j.jhydrol.2022.128564,12,Data Analytics,data analytics,1
2700,10.1016/j.jhydrol.2022.128564,12,Data Analytics,big data analytics,1
2700,10.1016/j.jhydrol.2022.128564,19,Predictive Analysis,big data analytics,1
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,classification,1
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,regression,3
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,gradient descent,1
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,backpropagation,1
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,neural network,10
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,long short term memory,4
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,attention mechanism,1
2729,10.1016/j.jhydrol.2022.128562,0,AI and Machine Learning,transfer learning,1
2729,10.1016/j.jhydrol.2022.128562,1,Big Data,big data,1
2729,10.1016/j.jhydrol.2022.128562,7,Modeling,spatial data,2
2729,10.1016/j.jhydrol.2022.128562,7,Modeling,simulation,29
2729,10.1016/j.jhydrol.2022.128562,7,Modeling,model prediction,2
2729,10.1016/j.jhydrol.2022.128562,7,Modeling,model parameters,2
2729,10.1016/j.jhydrol.2022.128562,7,Modeling,model results,1
2729,10.1016/j.jhydrol.2022.128562,18,Data Mining,neural networks,5
2729,10.1016/j.jhydrol.2022.128562,18,Data Mining,deep learning,4
2729,10.1016/j.jhydrol.2022.128562,18,Data Mining,overfitting,4
2729,10.1016/j.jhydrol.2022.128562,19,Predictive Analysis,time series forecasting,1
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,artificial intelligence,1
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,machine learning,4
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,random forest,2
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,support vector machine,1
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,regression,2
2734,10.1016/j.jhydrol.2022.128694,0,AI and Machine Learning,neural network,1
2734,10.1016/j.jhydrol.2022.128694,1,Big Data,data visualization,1
2734,10.1016/j.jhydrol.2022.128694,5,Cybersecurity,vulnerability assessment,1
2734,10.1016/j.jhydrol.2022.128694,5,Cybersecurity,risk assessment,1
2734,10.1016/j.jhydrol.2022.128694,7,Modeling,geographic information system,1
2734,10.1016/j.jhydrol.2022.128694,7,Modeling,model development,4
2734,10.1016/j.jhydrol.2022.128694,12,Data Analytics,data visualization,1
2734,10.1016/j.jhydrol.2022.128694,18,Data Mining,clustering,7
2734,10.1016/j.jhydrol.2022.128694,18,Data Mining,deep learning,1
2734,10.1016/j.jhydrol.2022.128694,18,Data Mining,logistic regression,1
2734,10.1016/j.jhydrol.2022.128694,18,Data Mining,data cleaning,2
2734,10.1016/j.jhydrol.2022.128694,18,Data Mining,data visualization,1
2734,10.1016/j.jhydrol.2022.128694,19,Predictive Analysis,risk assessment,1
2734,10.1016/j.jhydrol.2022.128694,19,Predictive Analysis,data visualization,1
2734,10.1016/j.jhydrol.2022.128694,22,Smart Cities,sustainable development,3
2734,10.1016/j.jhydrol.2022.128694,22,Smart Cities,water management,33
2734,10.1016/j.jhydrol.2022.128694,22,Smart Cities,climate change adaptation,1
2734,10.1016/j.jhydrol.2022.128694,28,Web Applications,java,2
2737,10.1016/j.jhydrol.2022.128736,5,Cybersecurity,risk assessment,10
2737,10.1016/j.jhydrol.2022.128736,7,Modeling,arcgis,1
2737,10.1016/j.jhydrol.2022.128736,7,Modeling,mike,2
2737,10.1016/j.jhydrol.2022.128736,7,Modeling,simulation,4
2737,10.1016/j.jhydrol.2022.128736,19,Predictive Analysis,risk assessment,10
2756,10.1016/j.jhydrol.2022.128555,0,AI and Machine Learning,classification,28
2756,10.1016/j.jhydrol.2022.128555,7,Modeling,simulation,3
2756,10.1016/j.jhydrol.2022.128555,7,Modeling,model calibration,2
2756,10.1016/j.jhydrol.2022.128555,7,Modeling,model parameters,7
2756,10.1016/j.jhydrol.2022.128555,18,Data Mining,clustering,14
2756,10.1016/j.jhydrol.2022.128555,18,Data Mining,hierarchical clustering,5
2780,10.1016/j.jhydrol.2022.128597,0,AI and Machine Learning,machine learning,5
2780,10.1016/j.jhydrol.2022.128597,0,AI and Machine Learning,classification,1
2780,10.1016/j.jhydrol.2022.128597,0,AI and Machine Learning,neural network,2
2780,10.1016/j.jhydrol.2022.128597,0,AI and Machine Learning,transfer learning,2
2780,10.1016/j.jhydrol.2022.128597,0,AI and Machine Learning,word embedding,4
2780,10.1016/j.jhydrol.2022.128597,7,Modeling,simulation,1
2780,10.1016/j.jhydrol.2022.128597,8,NLP,nlp,6
2780,10.1016/j.jhydrol.2022.128597,8,NLP,natural language processing,3
2780,10.1016/j.jhydrol.2022.128597,8,NLP,language understanding,6
2780,10.1016/j.jhydrol.2022.128597,8,NLP,text clustering,3
2780,10.1016/j.jhydrol.2022.128597,8,NLP,text similarity,2
2780,10.1016/j.jhydrol.2022.128597,8,NLP,language understanding,6
2780,10.1016/j.jhydrol.2022.128597,8,NLP,language understanding,6
2780,10.1016/j.jhydrol.2022.128597,8,NLP,natural language understanding,5
2780,10.1016/j.jhydrol.2022.128597,16,Voice User Interface (VUI),natural language processing,3
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,clustering,47
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,k means,1
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,dbscan,15
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,natural language processing,3
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,time series analysis,1
2780,10.1016/j.jhydrol.2022.128597,18,Data Mining,deep learning,9
2780,10.1016/j.jhydrol.2022.128597,20,Chatbots,nlp,6
2780,10.1016/j.jhydrol.2022.128597,20,Chatbots,natural language processing,3
2780,10.1016/j.jhydrol.2022.128597,20,Chatbots,language understanding,6
2780,10.1016/j.jhydrol.2022.128597,20,Chatbots,natural language understanding,5
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,artificial intelligence,2
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,machine learning,2
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,decision tree,1
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,random forest,1
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,regression,6
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,gradient descent,6
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,stochastic gradient descent,2
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,neural network,9
2791,10.1016/j.jhydrol.2022.128567,0,AI and Machine Learning,long short term memory,6
2791,10.1016/j.jhydrol.2022.128567,1,Big Data,big data,1
2791,10.1016/j.jhydrol.2022.128567,7,Modeling,simulation,2
2791,10.1016/j.jhydrol.2022.128567,7,Modeling,model parameters,2
2791,10.1016/j.jhydrol.2022.128567,7,Modeling,model accuracy,2
2791,10.1016/j.jhydrol.2022.128567,7,Modeling,model uncertainty,2
2791,10.1016/j.jhydrol.2022.128567,7,Modeling,model assumptions,1
2791,10.1016/j.jhydrol.2022.128567,18,Data Mining,data mining,1
2791,10.1016/j.jhydrol.2022.128567,18,Data Mining,neural networks,4
2791,10.1016/j.jhydrol.2022.128567,18,Data Mining,deep learning,12
2791,10.1016/j.jhydrol.2022.128567,18,Data Mining,support vector regression,1
2791,10.1016/j.jhydrol.2022.128567,18,Data Mining,model evaluation,1
2791,10.1016/j.jhydrol.2022.128567,20,Chatbots,machine learning models,1
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,artificial intelligence,5
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,reinforcement learning,3
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,regression,1
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,neural network,7
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,deep reinforcement learning,1
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,q learning,1
2795,10.1016/j.jhydrol.2022.128612,0,AI and Machine Learning,markov decision process,1
2795,10.1016/j.jhydrol.2022.128612,7,Modeling,simulation,24
2795,10.1016/j.jhydrol.2022.128612,7,Modeling,model application,1
2795,10.1016/j.jhydrol.2022.128612,18,Data Mining,neural networks,3
2795,10.1016/j.jhydrol.2022.128612,18,Data Mining,reinforcement learning,3
2795,10.1016/j.jhydrol.2022.128612,28,Web Applications,java,1
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,machine learning,1
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,classification,1
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,decision tree,1
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,support vector machine,1
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,regression,7
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,neural network,6
2798,10.1016/j.jhydrol.2022.128599,0,AI and Machine Learning,gated recurrent unit,3
2798,10.1016/j.jhydrol.2022.128599,7,Modeling,spatial data,1
2798,10.1016/j.jhydrol.2022.128599,18,Data Mining,support vector machines,1
2798,10.1016/j.jhydrol.2022.128599,18,Data Mining,neural networks,3
2798,10.1016/j.jhydrol.2022.128599,18,Data Mining,deep learning,21
2798,10.1016/j.jhydrol.2022.128599,18,Data Mining,support vector regression,1
2798,10.1016/j.jhydrol.2022.128599,18,Data Mining,model evaluation,1
2798,10.1016/j.jhydrol.2022.128599,20,Chatbots,machine learning models,1
2799,10.1016/j.jhydrol.2022.128577,0,AI and Machine Learning,machine learning,4
2799,10.1016/j.jhydrol.2022.128577,0,AI and Machine Learning,classification,3
2799,10.1016/j.jhydrol.2022.128577,0,AI and Machine Learning,regression,2
2799,10.1016/j.jhydrol.2022.128577,0,AI and Machine Learning,neural network,5
2799,10.1016/j.jhydrol.2022.128577,0,AI and Machine Learning,long short term memory,4
2799,10.1016/j.jhydrol.2022.128577,7,Modeling,simulation,4
2799,10.1016/j.jhydrol.2022.128577,7,Modeling,model prediction,1
2799,10.1016/j.jhydrol.2022.128577,7,Modeling,model parameters,2
2799,10.1016/j.jhydrol.2022.128577,7,Modeling,model results,1
2799,10.1016/j.jhydrol.2022.128577,10,5G,network architecture,1
2799,10.1016/j.jhydrol.2022.128577,18,Data Mining,clustering,2
2799,10.1016/j.jhydrol.2022.128577,18,Data Mining,k means,2
2799,10.1016/j.jhydrol.2022.128577,18,Data Mining,deep learning,7
2799,10.1016/j.jhydrol.2022.128577,18,Data Mining,model evaluation,1
2799,10.1016/j.jhydrol.2022.128577,20,Chatbots,machine learning models,3
2804,10.1016/j.jhydrol.2022.128551,0,AI and Machine Learning,machine learning,4
2804,10.1016/j.jhydrol.2022.128551,0,AI and Machine Learning,supervised learning,1
2804,10.1016/j.jhydrol.2022.128551,0,AI and Machine Learning,unsupervised learning,1
2804,10.1016/j.jhydrol.2022.128551,0,AI and Machine Learning,regression,3
2804,10.1016/j.jhydrol.2022.128551,1,Big Data,big data,1
2804,10.1016/j.jhydrol.2022.128551,1,Big Data,data science,2
2804,10.1016/j.jhydrol.2022.128551,7,Modeling,model outputs,1
2804,10.1016/j.jhydrol.2022.128551,8,NLP,nlp,7
2804,10.1016/j.jhydrol.2022.128551,8,NLP,natural language processing,3
2804,10.1016/j.jhydrol.2022.128551,8,NLP,text mining,1
2804,10.1016/j.jhydrol.2022.128551,8,NLP,topic modeling,16
2804,10.1016/j.jhydrol.2022.128551,8,NLP,language models,1
2804,10.1016/j.jhydrol.2022.128551,8,NLP,text categorization,1
2804,10.1016/j.jhydrol.2022.128551,8,NLP,contextual understanding,1
2804,10.1016/j.jhydrol.2022.128551,9,Quantum Computing,entanglement,2
2804,10.1016/j.jhydrol.2022.128551,11,Edge Computing,edge management,1
2804,10.1016/j.jhydrol.2022.128551,12,Data Analytics,data analysis,1
2804,10.1016/j.jhydrol.2022.128551,12,Data Analytics,data science,2
2804,10.1016/j.jhydrol.2022.128551,13,Biotechnology,microbiology,1
2804,10.1016/j.jhydrol.2022.128551,16,Voice User Interface (VUI),natural language processing,3
2804,10.1016/j.jhydrol.2022.128551,18,Data Mining,text mining,1
2804,10.1016/j.jhydrol.2022.128551,18,Data Mining,topic modeling,16
2804,10.1016/j.jhydrol.2022.128551,18,Data Mining,natural language processing,3
2804,10.1016/j.jhydrol.2022.128551,18,Data Mining,information retrieval,1
2804,10.1016/j.jhydrol.2022.128551,20,Chatbots,nlp,7
2804,10.1016/j.jhydrol.2022.128551,20,Chatbots,natural language processing,3
2804,10.1016/j.jhydrol.2022.128551,22,Smart Cities,water management,2
2804,10.1016/j.jhydrol.2022.128551,27,Software/Platform/Infrastructure as a Service/Cloud Computing,cloud computing,1
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,artificial intelligence,2
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,machine learning,11
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,random forest,1
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,support vector machine,1
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,regression,3
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,gradient descent,1
2807,10.1016/j.jhydrol.2022.128498,0,AI and Machine Learning,neural network,22
2807,10.1016/j.jhydrol.2022.128498,1,Big Data,data science,1
2807,10.1016/j.jhydrol.2022.128498,7,Modeling,simulation,8
2807,10.1016/j.jhydrol.2022.128498,7,Modeling,model outputs,1
2807,10.1016/j.jhydrol.2022.128498,7,Modeling,model parameters,1
2807,10.1016/j.jhydrol.2022.128498,12,Data Analytics,data analysis,2
2807,10.1016/j.jhydrol.2022.128498,12,Data Analytics,data science,1
2807,10.1016/j.jhydrol.2022.128498,13,Biotechnology,bioinformatics,1
2807,10.1016/j.jhydrol.2022.128498,13,Biotechnology,gene expression,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,clustering,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,support vector machines,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,k means,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,principal component analysis,7
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,singular value decomposition,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,dimensionality reduction,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,neural networks,3
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,deep learning,12
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,overfitting,1
2807,10.1016/j.jhydrol.2022.128498,18,Data Mining,underfitting,1
2807,10.1016/j.jhydrol.2022.128498,22,Smart Cities,water management,2
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,artificial intelligence,4
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,machine learning,1
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,classification,1
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,decision tree,1
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,random forest,1
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,regression,3
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,neural network,9
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,long short term memory,1
2808,10.1016/j.jhydrol.2022.128496,0,AI and Machine Learning,gated recurrent unit,4
2808,10.1016/j.jhydrol.2022.128496,7,Modeling,simulation,4
2808,10.1016/j.jhydrol.2022.128496,7,Modeling,model development,1
2808,10.1016/j.jhydrol.2022.128496,18,Data Mining,data mining,2
2808,10.1016/j.jhydrol.2022.128496,18,Data Mining,feature selection,7
2808,10.1016/j.jhydrol.2022.128496,18,Data Mining,neural networks,4
2808,10.1016/j.jhydrol.2022.128496,18,Data Mining,deep learning,3
2808,10.1016/j.jhydrol.2022.128496,18,Data Mining,overfitting,2
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,artificial intelligence,1
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,machine learning,4
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,classification,8
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,support vector machine,2
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,nearest neighbor,3
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,regression,6
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,backpropagation,1
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,neural network,13
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,long short term memory,4
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,ensemble learning,1
2817,10.1016/j.jhydrol.2022.128463,0,AI and Machine Learning,image captioning,2
2817,10.1016/j.jhydrol.2022.128463,1,Big Data,data cluster,3
2817,10.1016/j.jhydrol.2022.128463,7,Modeling,model calibration,1
2817,10.1016/j.jhydrol.2022.128463,7,Modeling,model prediction,1
2817,10.1016/j.jhydrol.2022.128463,7,Modeling,model parameters,3
2817,10.1016/j.jhydrol.2022.128463,7,Modeling,model complexity,1
2817,10.1016/j.jhydrol.2022.128463,7,Modeling,model results,1
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,clustering,7
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,k means,2
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,principal component analysis,1
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,ensemble learning,1
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,neural networks,1
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,deep learning,6
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,support vector regression,4
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,overfitting,5
2817,10.1016/j.jhydrol.2022.128463,18,Data Mining,data preprocessing,1
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,machine learning,3
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,classification,2
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,random forest,11
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,support vector machine,1
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,regression,11
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,neural network,1
2821,10.1016/j.jhydrol.2022.128511,0,AI and Machine Learning,ensemble learning,3
2821,10.1016/j.jhydrol.2022.128511,7,Modeling,simulation,5
2821,10.1016/j.jhydrol.2022.128511,7,Modeling,model outputs,7
2821,10.1016/j.jhydrol.2022.128511,7,Modeling,model development,3
2821,10.1016/j.jhydrol.2022.128511,7,Modeling,model sensitivity analysis,1
2821,10.1016/j.jhydrol.2022.128511,18,Data Mining,clustering,1
2821,10.1016/j.jhydrol.2022.128511,18,Data Mining,random forests,11
2821,10.1016/j.jhydrol.2022.128511,18,Data Mining,ensemble learning,3
2821,10.1016/j.jhydrol.2022.128511,18,Data Mining,deep learning,1
2821,10.1016/j.jhydrol.2022.128511,18,Data Mining,overfitting,4
2821,10.1016/j.jhydrol.2022.128511,20,Chatbots,machine learning models,1
2821,10.1016/j.jhydrol.2022.128511,22,Smart Cities,water management,2
2831,10.1016/j.jhydrol.2022.128534,0,AI and Machine Learning,classification,2
2831,10.1016/j.jhydrol.2022.128534,0,AI and Machine Learning,regression,10
2831,10.1016/j.jhydrol.2022.128534,3,IoT,environmental monitoring,1
2831,10.1016/j.jhydrol.2022.128534,7,Modeling,simulation,35
2831,10.1016/j.jhydrol.2022.128534,7,Modeling,model results,1
2831,10.1016/j.jhydrol.2022.128534,22,Smart Cities,environmental monitoring,1
2831,10.1016/j.jhydrol.2022.128534,25,E-Commerce,ab testing,1
2831,10.1016/j.jhydrol.2022.128534,28,Web Applications,ab testing,1
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,machine learning,25
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,classification,7
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,decision tree,1
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,random forest,9
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,support vector machine,4
2837,10.1016/j.jhydrol.2022.128501,0,AI and Machine Learning,regression,15
2837,10.1016/j.jhydrol.2022.128501,1,Big Data,big data,1
2837,10.1016/j.jhydrol.2022.128501,7,Modeling,arcgis,1
2837,10.1016/j.jhydrol.2022.128501,7,Modeling,geographic information system,3
2837,10.1016/j.jhydrol.2022.128501,7,Modeling,model application,1
2837,10.1016/j.jhydrol.2022.128501,7,Modeling,model performance evaluation,1
2837,10.1016/j.jhydrol.2022.128501,18,Data Mining,principal component analysis,1
2837,10.1016/j.jhydrol.2022.128501,18,Data Mining,genetic algorithms,1
2837,10.1016/j.jhydrol.2022.128501,18,Data Mining,logistic regression,5
